微博id,微博正文/转发理由,是否原创,情感得分
IqMWOdToC,从百大回来就一直在发烧，怕传染给别人所以一直把自己关在家里。原定要在春节发的视频做不出来了，非常对不起期待我更新的观众们。好在血氧一直维持在96-97，也没有出现呼吸困难。大家要好好注意身体呀，我继续去瘫着了。  ,True,-1.3100386763126002
Iqers5sM8,转发理由:我我我，我。。//@复旦大学:让我康康到底是谁家的排面//@上海财经大学:财大排面！老番茄冲！//@哔哩哔哩智能姬:#B站百大UP主#揭晓！快来看看都有谁~~来为喜欢的UP主加油呀！  ,False,18.989660783101
IqbwKqyuf,转发理由:🙊懵了！谢谢财大！//@上海财经大学:财大排面！老番茄冲！//@哔哩哔哩智能姬:#B站百大UP主#揭晓！快来看看都有谁~~来为喜欢的UP主加油呀！  ,False,20.939836826729998
Iq6obuD8D,谢谢大家，我太紧张了  原图 ,True,2.9393605944
IpNdL5CJh,哈哈哈哈百大的照片拍的像食人魔  原图 ,True,3.602202084702
Ipt66AncK,为期两天的寒假小学期结束了！我又放假了！  原图 ,True,-0.40603912682800014
Ipg9OBd2V,我又开学啦，哈哈哈哈  原图 ,True,-1.27710271895
Ip1sn0GJP,我和沼王烛光晚餐🕯🕯  原图 ,True,2.27982037099
IoHu3DtBQ,马上最后一门了大家期末加油，我玩会手机。  ,True,1.5048974747840003
IofgkfyJO,今天去拍照，我问发型师，我是不是发际线高。她说，不高不高，因为你脸很长，才显得高。我一时不知道是该笑该哭。  ,True,0.5558636692310002
InY7Z6aIy,已经好久没在理发店听到“小伙头发挺厚”的夸奖了  原图 ,True,0.4988316619630002
InDLxpoz3,看了看年度总结。为什么最多的弹幕是泪目啊哈哈哈哈哈哈哈  [组图共3张] 原图 ,True,3.850940543742
Inn0ypEUw,2020，我来啦！！  [组图共4张] 原图 ,True,2.07822211153
In2URlSO8,又到了每学期期末的焦虑时间  ,True,-3.4360666555967003
ImAPQqgAc,给茄酱找了个男朋友  原图 ,True,-0.48857911534306
Im9RkxLSL,经过一学期的学习，我的编程水平如图。  原图 ,True,0.1469939176170001
IlHpQCgmu,考研加油！吃好睡好！  原图 ,True,1.4337584616009997
IlobHuwDm,冷冷的冰雨在茄上胡乱的拍  原图 ,True,-0.22185077341900006
Il4tNcSe6,得了一下雨就不想上学的怪病  原图 ,True,-2.1575728194929997
IkMyV1ebQ,这个狗仿佛在喂奶。  原图 ,True,-1.128788375027
IksNetbKH,奇怪，明明什么都没记住一学期就过去了  原图 ,True,-3.7726352304469994
