微博id,微博正文/转发理由,是否原创,情感得分
IvzSdtNuN,我被黑猫警长抓捕了  原图 ,True,8.5693786927574
Iv5OoAJBY,涂润唇膏的时候吃了一口，真难吃，我再也不吃润唇膏了。  ,True,3.7407899477799997
IuEgh7OuF,明天要开始上网课了，有缘再见  ,True,3.3006182172365
IubJpzwru,不小心买多了，不得不天天啃草，一天啃两顿草 _老番茄_的微博视频  ,True,11.979659612730503
Iu3BNgfc3,人类的本质  [组图共2张] 原图 ,True,8.484153183450399
ItIXHEZ6R,很懒，但又要保证膳食均衡，于是买了一冰箱的黄瓜，现在没事就啃黄瓜，快变成黄瓜人了。  ,True,5.4202767833294
IsY6rBaUz,年前忘了去理发的我，现在已经得夹发卡才看得见东西了  ,True,11.522728448043598
Isxkk4R0p,真没想到我竟然更新了，真不赖  ,True,3.5335667733174008
Is3TeiI0U,好闲啊。  原图 ,True,2.637977876389
Ir7t3sj0G,转发理由:新年快乐！多夸夸自己！  ,False,6.951356877991401
Ir1BuaTF4,退烧了。新年快乐，一切顺意！最重要的是身体健康！  ,True,15.253599960120601
IqQbQ3uEJ,分享图片  原图 ,True,9.715882269659401
IqMWOdToC,从百大回来就一直在发烧，怕传染给别人所以一直把自己关在家里。原定要在春节发的视频做不出来了，非常对不起期待我更新的观众们。好在血氧一直维持在96-97，也没有出现呼吸困难。大家要好好注意身体呀，我继续去瘫着了。  ,True,24.0947757276622
Iqers5sM8,转发理由:我我我，我。。//@复旦大学:让我康康到底是谁家的排面//@上海财经大学:财大排面！老番茄冲！//@哔哩哔哩智能姬:#B站百大UP主#揭晓！快来看看都有谁~~来为喜欢的UP主加油呀！  ,False,-1.8490212101484
IqbwKqyuf,转发理由:🙊懵了！谢谢财大！//@上海财经大学:财大排面！老番茄冲！//@哔哩哔哩智能姬:#B站百大UP主#揭晓！快来看看都有谁~~来为喜欢的UP主加油呀！  ,False,2.7408664743213005
Iq6obuD8D,谢谢大家，我太紧张了  原图 ,True,14.307936161645799
IpNdL5CJh,哈哈哈哈百大的照片拍的像食人魔  原图 ,True,2.0776928195234
Ipt66AncK,为期两天的寒假小学期结束了！我又放假了！  原图 ,True,19.575911358701198
Ipg9OBd2V,我又开学啦，哈哈哈哈  原图 ,True,1.916409872631
Ip1sn0GJP,我和沼王烛光晚餐🕯🕯  原图 ,True,14.410403636765201
IoHu3DtBQ,马上最后一门了大家期末加油，我玩会手机。  ,True,4.375959807318
IofgkfyJO,今天去拍照，我问发型师，我是不是发际线高。她说，不高不高，因为你脸很长，才显得高。我一时不知道是该笑该哭。  ,True,29.925985503726
InY7Z6aIy,已经好久没在理发店听到“小伙头发挺厚”的夸奖了  原图 ,True,6.120946799315
InDLxpoz3,看了看年度总结。为什么最多的弹幕是泪目啊哈哈哈哈哈哈哈  [组图共3张] 原图 ,True,9.162368586670901
Inn0ypEUw,2020，我来啦！！  [组图共4张] 原图 ,True,7.290519510378
In2URlSO8,又到了每学期期末的焦虑时间  ,True,32.075548873007506
ImAPQqgAc,给茄酱找了个男朋友  原图 ,True,25.234462663615
Im9RkxLSL,经过一学期的学习，我的编程水平如图。  原图 ,True,2.68238640831
IlHpQCgmu,考研加油！吃好睡好！  原图 ,True,10.014166634698602
IlobHuwDm,冷冷的冰雨在茄上胡乱的拍  原图 ,True,8.5634993067226
Il4tNcSe6,得了一下雨就不想上学的怪病  原图 ,True,4.96730681456
IkMyV1ebQ,这个狗仿佛在喂奶。  原图 ,True,15.63608411616
IksNetbKH,奇怪，明明什么都没记住一学期就过去了  原图 ,True,1.37448118135
